a,b,c,root
-6,44,-38,6.333
63,-63,-7,1.101
-20,81,-20,3.786
6,-66,75,9.713
74,-96,18,1.07
-22,59,27,3.08
-23,96,-87,2.844
7,-30,-42,5.397
19,-61,-7,3.321
89,-58,-32,1.008
58,-63,-22,1.364
-4,-49,-93,-2.348
-80,90,92,1.773
38,-82,9,2.042
22,-89,40,3.53
29,-96,18,3.111
10,96,89,-1.04
22,-44,-65,2.989
-3,43,-44,13.224
21,-10,-56,1.888
-39,95,82,3.112
68,-29,-66,1.221
-70,23,83,1.266
-8,-4,93,3.169
22,-24,-37,1.952
-40,95,91,3.107
15,16,-39,1.165
-37,-31,86,1.162
-69,64,66,1.546
-42,9,89,1.567
47,-71,-22,1.774
-86,70,95,1.534
4,-76,34,18.542
43,22,-84,1.165
47,-75,23,1.182
-16,68,25,4.59
1,-72,-38,72.524
84,-56,-91,1.426
76,-21,-93,1.253
16,-44,-95,4.173
12,-13,-34,2.31
-61,90,82,2.112
36,-92,49,1.799
8,-70,-76,9.727
14,-9,-59,2.399
-73,94,72,1.827
32,16,-52,1.049
41,-57,-80,2.255
12,95,100,-1.25
-30,52,50,2.422
94,-74,-20,1
19,-34,15,1
-20,-35,96,1.484
-31,16,40,1.423
-93,99,50,1.438
-22,93,-45,3.67
-18,68,90,4.816
-71,47,51,1.241
-19,-28,83,1.479
57,5,-85,1.178
-39,42,54,1.833
18,83,75,-1.234
-6,92,1,15.344
-5,81,-3,16.163
-28,4,100,1.963
-12,63,-53,4.198
-4,-43,79,1.599
15,-41,21,2.051
-9,52,-59,4.227
5,-61,-88,13.503
-43,76,99,2.64
46,-40,-14,1.137
5,-89,17,17.607
89,-38,-82,1.197
-4,30,-8,7.223
-31,84,38,3.105
-19,-87,-77,-1.199
25,-61,-30,2.86
7,-95,38,13.159
30,-54,13,1.514
-88,47,71,1.204
-60,25,98,1.503
-8,15,7,2.262
-49,29,69,1.519
74,-81,-21,1.311
64,-94,30,1
-36,65,84,2.677
-24,33,70,2.529
-28,-5,87,1.676
-13,61,50,5.404
37,-62,-85,2.57
-10,24,87,4.384
39,16,-75,1.197
8,-52,-29,7.017
6,40,60,-2.279
12,-95,34,7.541
2,-81,-44,41.036
-23,42,52,2.672
80,-99,-38,1.545
-8,96,-24,11.745
-8,61,14,7.848
-34,70,23,2.347
-66,99,-24,1.196
-48,98,-1,2.031
47,-35,-91,1.813
-31,88,30,3.146
54,-26,-98,1.609
15,1,-36,1.516
1,54,-84,1.513
5,-78,-10,15.727
-48,25,74,1.529
87,5,-92,1
-36,29,16,1.182
-30,57,-8,1.747
7,43,-77,1.449
43,-67,-47,2.083
-59,95,7,1.681
-22,64,84,3.891
-17,65,41,4.375
-62,8,83,1.223
14,16,-83,1.93
-54,-19,78,1.039
37,-59,-4,1.66
37,-32,-90,2.051
16,-85,-98,6.287
-34,98,32,3.178
1,-19,-20,20
-47,5,77,1.334
9,3,-76,2.744
-27,12,20,1.111
-22,97,83,5.143
81,-68,-100,1.608
12,-65,-72,6.36
-70,46,63,1.333
100,-69,-62,1.205
-58,6,63,1.095
-12,71,31,6.325
2,-30,-69,17.026
-98,79,87,1.428
3,-25,39,6.255
-69,98,71,1.948
-42,76,7,1.897
-23,-18,58,1.244
-13,94,11,7.346
78,-79,-85,1.667
-33,14,38,1.306
2,-31,37,14.197
40,1,-51,1.117
33,-94,-10,2.951
43,-67,-73,2.297
-1,50,66,51.287
-1,82,79,82.952
-33,72,92,3.085
46,-24,-70,1.522
-12,36,72,4.372
-29,53,-6,1.706
-52,8,72,1.256
-44,-2,67,1.211
-7,98,68,14.663
-13,-45,99,1.527
-11,-63,81,1.081
8,-50,-1,6.27
90,-67,-50,1.205
62,-46,-74,1.525
69,-12,-62,1.039
95,-70,-64,1.268
25,-87,-8,3.57
20,-95,19,4.541
-30,98,-6,3.204
23,50,-81,1.082
57,-89,-25,1.804
11,65,80,-1.748
54,-80,-7,1.564
-10,90,32,9.343
-17,-50,82,1.173
29,5,-96,1.735
63,-89,-29,1.686
20,1,-85,2.037
-44,50,91,2.114
-53,80,76,2.17
-52,55,62,1.742
-90,61,36,1.056
23,-43,-57,2.766
-40,89,-42,1.546
53,-50,-22,1.27
27,-35,-54,2.204
31,-28,-38,1.647
-10,67,89,7.836
24,9,-89,1.747
56,7,-70,1.057
2,-54,-46,27.827
85,-82,-10,1.074
15,-84,56,4.826
-51,59,18,1.408
-15,40,9,2.875
-26,51,45,2.622
14,-45,-28,3.748
80,-19,-68,1.048
38,-49,-95,2.352
13,-63,-34,5.336
-28,61,14,2.388
-33,-51,85,1.009
61,-92,-45,1.897
-89,-5,99,1.027
-13,77,18,6.148
7,-46,36,5.663
61,-86,16,1.189
47,-24,-24,1.014
38,-97,-92,3.289
-23,99,-12,4.18
27,-81,-31,3.343
-2,38,-71,16.899
3,70,95,-1.447
43,-11,-39,1.089
-82,65,17,1
34,-50,-69,2.338
-65,70,46,1.537
70,18,-98,1.062
53,-27,-84,1.539
-7,48,-56,5.366
34,-30,-55,1.787
-67,96,45,1.805
59,-87,-70,2.053
50,10,-95,1.282
53,-89,-39,2.04
11,-64,61,4.617
3,35,84,-3.378
23,-58,-62,3.331
18,74,69,-1.429
62,-53,-10,1.014
-80,88,90,1.745
8,11,-24,1.176
-15,-64,-58,-1.306
39,-59,-44,2.06
-61,93,-17,1.312
-8,55,-40,6.048
43,20,-75,1.108
4,-36,-100,11.227
-57,78,19,1.579
19,-57,-95,4.193
-1,-11,25,1.933
-45,18,42,1.187
-92,76,22,1.053
5,-97,-82,20.211
11,-76,22,6.606
-85,84,9,1.086
-7,-30,45,1.177
93,-55,-40,1.015
38,-76,35,1.281
60,-76,7,1.167
-67,66,90,1.752
-50,65,4,1.359
35,-28,-47,1.626
14,37,-97,1.624
21,-58,37,1.762
19,11,-74,1.705
27,-45,-61,2.552
-7,95,-31,13.237
-26,26,51,1.987
19,-21,-37,2.054
-36,81,-25,1.881
-36,98,20,2.913
82,-59,-89,1.462
-36,33,98,2.171
96,-68,-39,1.083
61,-41,-54,1.335
2,-79,-28,39.851
-74,62,41,1.273
83,-95,-32,1.417
-14,-59,-57,-1.5
66,-79,12,1.018
-38,60,74,2.393
-72,69,55,1.476
-14,-33,64,1.263
-7,15,46,3.85
7,-46,-52,7.555
-7,-3,98,3.534
86,-34,-81,1.188
35,-49,-85,2.408
-30,16,49,1.572
-21,81,-63,2.777
27,-36,-50,2.182
-65,83,-18,1
50,-80,3,1.562
24,49,-90,1.168
-24,70,32,3.318
23,-59,-91,3.649
-49,56,32,1.561
-25,74,8,3.064
57,-50,-55,1.514
24,-4,-31,1.223
-46,69,-19,1.137
-19,-99,-82,-1.033
-7,64,37,9.688
-6,28,50,6.045
-27,31,43,1.96
20,70,61,-1.638
12,96,100,-1.231
-14,94,-63,5.959
8,57,77,-1.811
98,-72,-49,1.164
17,71,70,-1.595
-29,93,74,3.867
-100,55,63,1.115
-31,64,48,2.649
-57,55,37,1.422
37,3,-44,1.051
74,-69,-13,1.093
-1,6,28,9.083
50,22,-95,1.176
-63,50,28,1.173
-67,33,91,1.437
-35,34,54,1.819
-11,28,34,3.443
42,-37,-70,1.805
-42,-6,56,1.085
16,-12,-16,1.443
85,-28,-87,1.19
3,32,-94,2.398
-90,41,66,1.114
-65,-8,92,1.13
-12,5,10,1.145
38,-13,-87,1.694
-60,100,95,2.343
83,-87,-52,1.473
15,49,-88,1.288
18,43,-67,1.075
-1,-62,70,1.109
-46,-28,100,1.201
-22,-90,-88,-1.617
36,-74,23,1.674
89,-90,-38,1.332
-40,32,90,1.952
-29,60,32,2.509
93,-87,-68,1.442
-20,30,35,2.271
-70,55,37,1.219
-20,-15,42,1.122
-18,8,29,1.511
18,-90,-45,5.458
-31,-4,61,1.34
12,-49,-64,5.124
57,-25,-72,1.364
24,-77,57,2.05
-9,45,2,5.044
-3,-91,97,1.031
70,-76,-15,1.256
-50,72,98,2.294
31,25,-61,1.056
5,-11,-30,3.785
91,-64,-78,1.342
-43,30,68,1.654
30,19,-67,1.211
-3,-39,47,1.11
11,-65,6,5.815
-2,91,-76,44.649
-21,94,74,5.159
53,-28,-53,1.298
-99,34,66,1.006
28,-25,-14,1.283
-49,15,63,1.297
-1,-47,60,1.244
-21,98,-33,4.301
-92,79,83,1.472
-67,73,14,1.256
-29,88,29,3.334
-16,79,37,5.368
31,-86,47,2.026
-61,35,65,1.358
28,-15,-77,1.948
49,-91,-37,2.2
65,-53,-85,1.622
62,6,-70,1.015
5,-84,-97,17.885
16,-20,-29,2.109
-75,55,50,1.262
73,-46,-39,1.111
38,-77,-78,2.768
-20,40,-13,1.592
-69,50,99,1.614
-35,-4,69,1.348
-1,8,27,10.557
4,-38,34,8.5
-46,72,35,1.955
-3,-63,-96,-1.654
-5,-62,94,1.366
23,18,-95,1.678
-44,82,-11,1.718
46,-76,-50,2.156
79,-58,-25,1.039
21,-97,35,4.225
-74,31,89,1.326
85,-10,-88,1.078
-6,-38,90,1.836
25,-82,2,3.255
8,68,-95,1.222
-55,5,88,1.311
-9,10,12,1.837
92,-70,-90,1.44
-35,22,91,1.957
-23,12,83,2.178
-37,47,30,1.737
-39,99,-54,1.745
69,-45,-47,1.213
96,-64,-35,1.023
26,80,61,-1.395
-11,-43,99,1.626
5,-22,-41,5.811
74,-19,-98,1.286
-4,28,30,7.944
-13,40,88,4.561
-48,79,-29,1.093
15,-49,-35,3.87
-37,-14,97,1.441
-35,34,85,2.118
-51,69,2,1.381
-17,7,42,1.791
21,-72,-25,3.746
-78,42,36,1
1,-21,-45,22.96
-38,-11,55,1.067
64,-54,-71,1.556
11,-22,-73,3.763
56,-84,-41,1.888
68,-92,-69,1.89
-80,64,30,1.131
-13,1,93,2.713
67,-64,-30,1.3
76,-72,-40,1.34
82,-93,-21,1.327
-86,31,85,1.191
23,-92,58,3.216
-22,35,59,2.616
-1,68,-25,67.63
100,-58,-61,1.123
-59,91,82,2.18
51,-95,-61,2.368
78,-47,-76,1.333
47,-75,-63,2.204
-46,-2,50,1.021
14,-74,11,5.133
-31,88,-20,2.59
-8,-9,92,2.875
-77,81,79,1.667
-56,34,59,1.374
-16,32,23,2.561
9,-16,-60,3.62
-79,68,82,1.536
-63,9,55,1.009
72,-73,-16,1.199
5,-80,-19,16.234
-48,92,1,1.927
-18,37,42,2.869
-62,99,74,2.152
34,-99,-63,3.449
42,-10,-32,1
-76,71,22,1.18
9,-98,-8,10.97
52,-36,-27,1.146
-31,23,48,1.669
-87,22,78,1.082
-7,87,-38,11.975
-20,16,95,2.616
15,59,-76,1.022
-46,36,57,1.571
4,-61,25,14.829
-2,100,60,50.593
46,-38,-18,1.163
-45,-20,88,1.194
-12,-62,-60,-1.29
35,-80,28,1.854
9,-72,65,6.963
-11,93,-30,8.119
-43,69,86,2.428
79,-86,-94,1.763
61,-39,-68,1.423
-21,20,91,2.612
-18,67,99,4.855
64,-67,-43,1.496
-14,67,17,5.027
-43,45,38,1.599
51,-69,17,1.029
29,18,-55,1.101
-95,45,59,1.06
35,-14,-55,1.469
67,-35,-51,1.172
-52,17,95,1.525
-46,71,67,2.204
-10,-70,87,1.077
6,-56,12,9.114
42,14,-87,1.282
35,33,-71,1.029
-21,-75,97,1.009
-18,94,4,5.264
50,-43,-77,1.743
-89,68,68,1.336
41,-19,-31,1.132
16,-14,-65,2.5
95,-65,-33,1.024
-28,44,69,2.541
-55,79,80,2.122
90,-68,-34,1.099
38,18,-79,1.224
-66,95,65,1.946
21,-60,42,1.631
-89,80,60,1.385
4,59,72,-1.343
9,-25,1,2.737
45,-49,-67,1.881
59,-89,-33,1.816
-18,39,69,3.321
-40,73,66,2.488
4,-29,12,6.809
92,-89,-81,1.539
-4,-23,51,1.709
66,-25,-71,1.244
64,-79,-55,1.731
53,-95,-18,1.965
52,5,-63,1.054
33,-91,49,2.024
-25,-33,75,1.194
-81,30,58,1.051
31,-9,-22,1
-15,-59,99,1.269
7,57,69,-1.479
-10,-54,87,1.299
34,-38,-69,2.089
21,11,-92,1.847
49,-64,-21,1.578
4,-50,-99,14.238
-10,71,-92,5.395
-55,-9,96,1.242
91,-68,-59,1.261
55,-73,-75,2.007
10,-95,-33,9.836
-68,79,61,1.692
26,-88,-22,3.618
-6,-61,74,1.095
23,-51,-44,2.881
-23,39,93,3.03
10,-71,-95,8.251
85,-30,-58,1.021
-51,43,35,1.351
91,-78,-44,1.245
31,-80,-22,2.831
48,-76,-38,1.983
-3,54,26,18.469
-33,-13,75,1.323
56,-10,-97,1.408
-43,-34,90,1.104
-19,47,-29,1.296
17,-78,55,3.718
6,23,-83,2.267
-81,43,81,1.3
-2,61,-61,29.465
22,-38,-15,2.058
15,-9,-78,2.6
23,-90,-9,4.011
-13,-4,73,2.221
28,-68,6,2.337
25,-86,-20,3.659
-14,89,-74,5.373
26,31,-66,1.105
-54,44,13,1.045
-22,38,70,2.845
-93,51,93,1.311
24,15,-66,1.375
28,10,-40,1.03
30,-5,-49,1.364
92,-48,-57,1.09
29,-62,-23,2.46
-24,53,-10,2
-12,62,48,5.85
84,-40,-60,1.116
-32,50,31,2.038
74,-84,-72,1.706
-2,-64,-86,-1.405
6,71,97,-1.576
19,69,-88,1
-3,-15,75,3.09
57,-51,-30,1.3
36,-31,-15,1.206
5,8,-54,2.582
-46,35,19,1.127
-9,60,-60,5.442
-48,8,56,1.167
33,-45,-65,2.242
27,-100,-5,3.753
-46,-24,77,1.059
22,-9,-93,2.271
23,-96,-74,4.839
32,-27,-48,1.717
-48,43,33,1.39
51,-79,-21,1.78
5,-81,-49,16.784
-6,-51,-93,-2.649
2,41,-52,1.198
-20,88,-63,3.5
45,-38,-82,1.837
44,-55,-69,2.025
-49,85,80,2.412
-35,-32,87,1.184
-22,18,53,2.014
14,-71,27,4.657
66,-82,-69,1.818
-13,100,-18,7.508
-27,36,80,2.513
48,-9,-73,1.331
-9,93,-73,9.478
-18,55,-18,2.683
-14,78,25,5.875
16,48,-90,1.306
11,65,-99,1.256
27,-73,-24,3
-81,72,71,1.481
-58,88,-10,1.394
-58,7,80,1.236
17,-19,-61,2.534
-95,59,69,1.218
15,-90,-32,6.337
-60,94,94,2.26
30,-20,-12,1.048
-8,-78,89,1.032
33,-96,-60,3.438
-83,100,29,1.446
4,-49,-31,12.853
-25,19,88,2.294
-57,-5,97,1.261
86,-92,-9,1.16
5,-60,-8,12.132
29,-89,23,2.784
34,14,-73,1.274
21,-64,-97,4.158
-37,59,-1,1.577
-37,68,-19,1.494
-64,75,35,1.529
-46,-2,95,1.416
64,-84,-89,2.006
38,-2,-77,1.45
-8,-12,67,2.24
8,16,-24,1
-39,3,66,1.34
4,-100,-60,25.586
13,-30,-35,3.16
34,-89,-44,3.043
-35,22,36,1.376
90,-76,-16,1.019
-49,43,21,1.227
-8,12,74,3.882
-29,45,94,2.736
1,-36,-71,37.875
-21,-4,68,1.707
-13,10,67,2.687
-40,65,39,2.091
57,-25,-45,1.134
-35,99,-12,2.702
-45,58,98,2.255
14,41,-93,1.5
25,50,-89,1.135
-61,99,49,2.021
16,85,80,-1.222
-29,77,40,3.1
44,6,-83,1.307
54,-67,7,1.126
-40,15,45,1.265
-31,14,78,1.828
48,-81,-57,2.222
75,-89,-80,1.784
6,52,-76,1.274
-69,95,57,1.829
-71,29,47,1.043
-91,47,100,1.338
-8,-2,49,2.353
72,-98,-50,1.756
14,-72,55,4.21
41,-21,-94,1.792
-33,58,21,2.066
-32,66,8,2.177
24,-94,4,3.874
39,-30,-52,1.602
-45,64,55,2.026
71,-65,-74,1.577
-11,99,-7,8.929
-79,32,65,1.132
62,-21,-66,1.215
-92,28,97,1.19
-18,-87,-89,-1.47
85,-57,-83,1.379
12,10,-45,1.564
-44,59,7,1.451
-20,21,53,2.235
-84,57,95,1.456
24,91,80,-1.385
6,-10,-26,3.076
48,-47,-17,1.26
17,-94,20,5.308
68,-53,-78,1.529
22,-12,-70,2.077
-56,33,60,1.371
-36,-31,97,1.266
1,-30,98,26.269
21,-32,-36,2.277
75,-50,-94,1.501
67,-16,-77,1.198
-40,54,35,1.829
38,-97,24,2.275
2,-44,-40,22.874
-29,-29,60,1.023
83,-25,-94,1.225
24,-57,-5,2.46
64,-92,20,1.171
80,-84,-56,1.513
-95,83,67,1.383
-11,71,16,6.673
-50,39,82,1.729
-14,86,-10,6.024
-14,52,7,3.844
61,-100,8,1.555
40,-8,-74,1.464
-4,-2,18,1.886
-10,-12,39,1.464
4,46,76,-2
37,26,-93,1.273
-1,68,-52,67.226
40,-52,-44,1.884
19,96,84,-1.126
13,-36,-85,4.292
52,-81,8,1.452
81,-100,-51,1.623
21,17,-95,1.76
-19,93,20,5.101
90,-46,-89,1.282
-9,68,-19,7.265
-87,8,84,1.03
69,-69,-61,1.565
67,-71,-99,1.856
-40,96,23,2.62
-57,82,-9,1.319
-11,32,-20,2
17,-86,-58,5.661
70,-85,-22,1.434
6,-35,-2,5.89
-7,-38,80,1.621
-11,26,73,4.016
12,-2,-76,2.601
25,-87,1,3.468
-53,30,48,1.276
-15,-10,93,2.179
62,-98,1,1.57
37,-8,-69,1.478
31,-71,-44,2.798
1,-67,-95,68.389
55,-39,-72,1.552
-25,32,36,2
-2,75,29,37.883
-19,53,86,3.939
4,-39,-39,10.664
-88,64,75,1.356
9,-6,-74,3.22
20,-66,14,3.072
8,-46,12,5.476
13,-78,70,4.901
9,-16,-85,4.088
25,-69,-43,3.284
98,-76,-97,1.456
-5,51,-16,9.876
75,-51,-55,1.261
23,-65,-90,3.844
8,-31,-67,5.42
-12,60,-71,3.077
-33,89,14,2.846
-15,100,74,7.339
4,-65,-26,16.641
-30,53,83,2.767
-5,-76,-80,-1.138
49,-51,-52,1.675
29,32,-91,1.304
-8,75,12,9.532
-46,91,5,2.032
25,-50,-27,2.442
-20,89,-81,3.174
15,-63,59,2.79
53,-65,-86,2.027
-1,-25,-68,-3.106
43,-98,-62,2.795
84,-36,-68,1.139
37,-79,-66,2.777
-73,74,51,1.484
14,1,-64,2.103
34,-13,-28,1.119
-65,50,17,1.025
-8,98,-91,11.238
-71,96,56,1.792
1,-37,59,35.33
-40,22,75,1.672
68,-62,-36,1.315
14,-54,-28,4.32
2,57,66,-1.209
42,-25,-22,1.08
-64,76,68,1.783
-83,87,89,1.685
28,-26,-50,1.879
-9,-37,78,1.535
-1,-26,66,2.33
-71,-4,81,1.04
10,-87,-69,9.432
3,-6,-55,5.397
8,-91,-96,12.347
3,4,-41,3.09
5,-32,-11,6.727
43,-77,-96,2.637
11,-88,58,7.275
47,20,-89,1.18
27,-86,-32,3.522
-92,70,81,1.393
32,-7,-81,1.704
52,-65,-38,1.684
-51,15,59,1.233
-1,-44,53,1.173
-8,82,-73,9.265
28,-90,8,3.123
-14,-28,61,1.315
48,-79,-80,2.354
6,-85,-39,14.612
33,-68,5,1.984
34,-88,-39,2.974
25,-100,40,3.549
-92,42,76,1.165
1,70,77,-1.118
62,-67,-84,1.824
-55,7,74,1.225
-5,-32,37,1
48,16,-75,1.094
18,-17,-34,1.925
41,-97,44,1.754
10,-62,-35,6.721
40,-2,-88,1.508
-6,-4,90,3.554
-7,38,-36,4.206
21,-86,54,3.321
27,-75,-10,2.905
12,76,93,-1.657
76,-76,-41,1.389
4,-67,-1,16.765
17,70,66,-1.462
62,-92,-68,2.025
-11,-5,85,2.562
52,-74,-49,1.915
-29,60,48,2.685
-95,46,58,1.06
-7,-20,73,2.103
-29,15,85,1.99
8,-36,-15,4.884
-41,2,72,1.35
-7,43,42,7
30,-47,-6,1.685
5,-80,-53,16.637
-41,45,59,1.868
43,-9,-67,1.357
26,14,-54,1.197
-49,51,26,1.416
-23,43,14,2.152
-73,77,89,1.751
-25,-35,98,1.4
-8,98,-20,12.042
63,-48,-47,1.325
-38,68,67,2.496
82,-93,-26,1.366
-55,100,49,2.22
-12,-69,-70,-1.315
81,-71,-20,1.101
-56,39,30,1.159
-97,52,55,1.067
88,-67,-53,1.245
1,34,37,-1.125
-39,4,73,1.42
13,42,-76,1.292
-68,100,75,2.017
-12,50,26,4.634
38,-85,8,2.138
-3,-34,66,1.689
-4,66,18,16.768
-44,54,55,1.889
-46,-29,87,1.096
18,-76,-11,4.362
-2,1,12,2.712
-10,91,-95,7.897
15,80,83,-1.411
14,-62,17,4.135
50,-97,-43,2.312
-24,86,-50,2.853
13,-87,7,6.611
-9,79,-25,8.449
31,24,-62,1.079
-4,6,37,3.882
-48,61,71,2.008
-25,93,88,4.502
-8,93,12,11.753
-38,24,91,1.895
45,-43,-79,1.886
-7,57,89,9.484
-1,-12,47,3.11
-86,96,18,1.28
-30,79,57,3.223
-34,89,-12,2.475
27,-12,-56,1.679
-58,71,42,1.66
-82,100,93,1.837
33,-40,-36,1.814
-27,36,93,2.639
-8,15,27,3
92,-69,-70,1.324
8,69,99,-1.818
48,-85,-21,1.991
15,-68,26,4.112
-12,16,72,3.205
22,-100,-28,4.81
65,-32,-97,1.492
1,-27,-4,27.147
-67,70,26,1.335
24,-20,-14,1.287
6,61,74,-1.408
12,-54,28,3.902
-3,-41,-94,-2.914
46,11,-73,1.146
-16,97,66,6.68
-99,98,28,1.221
-97,33,92,1.159
8,-35,-7,4.567
40,-17,-97,1.784
-3,96,-49,31.481
31,-80,15,2.377
59,-81,-96,2.135
-92,74,60,1.304
-34,15,81,1.78
-7,45,-67,4.086
-96,90,64,1.41
5,-54,48,9.823
23,-56,-53,3.163
50,-64,-63,1.932
-94,49,97,1.309
2,-99,65,48.834
-21,8,73,2.065
-39,56,-13,1.145
82,-57,-48,1.188
84,-47,-79,1.289
-58,54,69,1.651
-13,5,67,2.471
24,53,-98,1.199
-60,97,29,1.875
-6,4,71,3.789
56,-52,-98,1.866
76,-56,-30,1.097
-57,65,98,2
76,-52,-65,1.328
13,59,-74,1.023
40,9,-53,1.044
-34,75,68,2.896
76,-76,-64,1.545
91,-68,-48,1.19
-23,3,89,2.033
-1,11,-27,7.303
-92,70,23,1.009
-95,91,12,1.075
-38,59,-5,1.463
52,-69,14,1.077
10,-40,-57,5.114
68,-81,-87,1.874
-86,61,37,1.1
3,-95,-45,32.133
-18,76,31,4.597
16,-65,9,3.919
51,-76,-3,1.529
-36,100,20,2.965
-97,64,70,1.241
-24,33,58,2.387
-3,75,5,25.066
-25,18,24,1.404
2,-57,-100,30.158
-83,62,48,1.221
-34,-31,80,1.144
-45,-39,93,1.068
-14,21,42,2.637
37,-50,-67,2.181
-60,100,31,1.934
29,2,-55,1.343
-1,-52,85,1.586
4,-62,-32,16
11,18,-45,1.364
58,-68,5,1.094
-23,45,23,2.377
-52,95,-15,1.652
-2,4,81,7.442
-16,90,4,5.669
-75,-4,99,1.123
9,-61,99,4.085
-89,41,50,1.014
-3,65,28,22.089
77,-92,-79,1.773
18,-20,-22,1.793
-9,-86,-90,-1.196
-72,83,58,1.643
-16,11,7,1.089
-73,89,27,1.471
-8,91,70,12.098
-82,30,71,1.131
2,36,-52,1.344
-74,32,87,1.322
39,-55,10,1.196
-34,62,95,2.816
84,-30,-85,1.2
-30,93,-67,1.961
32,-86,-33,3.028
96,-84,-58,1.329
26,-91,74,2.215
80,-18,-88,1.167
69,-49,-91,1.557
-17,82,81,5.665
10,-50,35,4.158
-29,14,23,1.164
34,-92,-50,3.17
-48,52,2,1.121
-28,-19,49,1.026
21,-42,-38,2.676
27,-78,4,2.837
34,28,-90,1.267
21,-86,-28,4.398
-16,14,20,1.638
-19,70,-63,2.121
10,-64,48,5.532
-86,7,81,1.012
5,-59,-75,12.958
-27,93,52,3.934
-27,40,48,2.266
-30,32,11,1.34
22,-80,51,2.812
-10,15,14,2.151
-2,94,3,47.032
-7,54,6,7.824
75,-92,-3,1.258
-15,86,73,6.484
42,-100,56,1.48
-19,86,-75,3.347
-54,60,27,1.455
-38,41,63,1.936
4,-36,61,6.736
-45,49,70,1.905
2,15,-61,2.926
-11,96,12,8.851
-7,68,88,10.871
37,46,-93,1.081
-72,9,91,1.188
37,-81,-5,2.249
45,-50,-41,1.66
-18,6,89,2.397
-19,-46,82,1.194
-60,3,81,1.187
-58,85,72,2.066
-11,-3,49,1.979
-7,-9,98,3.154
-67,66,79,1.685
-47,-44,98,1.05
5,-3,-98,4.737
74,-20,-58,1.031
-10,36,36,4.415
-23,48,-14,1.736
-22,86,91,4.775
88,-5,-100,1.095
31,-89,-60,3.435
-26,40,77,2.654
3,-43,-2,14.38
-74,41,83,1.372
11,-51,36,3.768
51,-52,-61,1.716
-49,86,-35,1.114
-9,-48,81,1.347
-19,1,85,2.142
54,-33,-36,1.177
1,10,-16,1.403
-12,-75,-86,-1.513
64,-91,-89,2.088
-3,1,21,2.818
-18,67,58,4.447
17,-55,-85,4.377
19,-53,22,2.282
10,4,-25,1.394
-7,31,58,5.846
84,-61,-94,1.482
16,-100,-86,7.016
-43,89,53,2.553
-36,-2,84,1.5
-31,54,93,2.81
-82,98,88,1.793
-29,-82,-56,-1.153
-73,87,30,1.471
46,-3,-44,1.011
84,-58,-64,1.284
20,-6,-78,2.131
-8,-47,77,1.335
-3,-37,-51,-1.581
27,-72,40,1.878
39,-95,40,1.895
-89,45,73,1.193
44,-100,46,1.632
7,-38,43,3.821
1,-93,-98,94.042
-2,69,52,35.238
-10,-4,76,2.564
25,-80,-89,4.074
-52,32,98,1.715
-28,-35,83,1.207
2,-46,-12,23.258
67,-98,-39,1.788
-88,49,68,1.2
-68,81,7,1.272
1,-23,87,18.227
-27,29,92,2.459
90,-41,-62,1.088
60,-73,-10,1.341
-13,80,77,7
58,-68,-13,1.34
-8,67,62,9.216
13,-78,36,5.496
30,-70,18,2.039
50,-79,19,1.284
39,2,-81,1.416
27,-67,-58,3.161
16,48,-67,1.037
-15,32,21,2.66
-17,66,-47,2.943
-56,77,59,1.923
70,-85,-64,1.74
28,-86,-9,3.173
-8,97,-94,11.063
-23,-84,-75,-1.555
-19,-70,-52,-1.032
-15,72,11,4.948
-24,51,14,2.371
15,-64,1,4.251
-11,71,-34,5.934
98,-64,-79,1.282
29,-5,-79,1.739
8,-90,56,10.589
3,-47,-53,16.723
-23,-13,97,1.79
-54,44,21,1.152
18,-46,-36,3.184
-42,90,-37,1.588
-35,97,-27,2.458
21,-81,-50,4.398
30,-50,-34,2.185
-42,15,28,1.014
-53,75,22,1.664
-8,73,4,9.179
-18,81,98,5.491
-46,25,41,1.254
-25,27,32,1.794
-49,21,62,1.359
-6,30,-17,4.348
83,-24,-77,1.119
-34,87,65,3.163
21,6,-96,2
37,-97,-29,2.893
-9,-3,41,1.974
22,-67,-49,3.655
20,20,-75,1.5
-38,34,74,1.913
28,-35,-85,2.476
69,-92,-29,1.597
30,-43,-97,2.652
6,-77,75,11.771
5,39,42,-1.29
-10,84,38,8.83
-1,25,-83,21.059
-39,47,96,2.283
10,-18,-1,1.854
13,-86,-22,6.862
15,-46,-16,3.382
-48,16,38,1.072
-27,44,31,2.161
59,-64,-54,1.642
-26,35,47,2.177
29,-76,-67,3.317
-27,30,62,2.17
93,-38,-71,1.102
-69,46,88,1.511
-57,43,17,1.041
52,14,-98,1.245
8,-55,-10,7.052
-12,46,76,5.08
-90,73,85,1.459
-79,26,89,1.239
58,-28,-89,1.503
9,-100,-37,11.47
14,-25,-37,2.748
5,-18,-39,5.123
54,-70,6,1.204
-54,80,43,1.9
-3,-82,100,1.169
58,-78,-71,1.967
69,-72,-94,1.8
-8,-36,87,1.742
-22,53,-2,2.371
9,-86,-3,9.59
-26,54,30,2.533
-45,39,45,1.523
-7,-64,-98,-1.945
-11,-64,-80,-1.818
74,-38,-93,1.407
83,-34,-51,1.015
19,-96,40,4.594
-18,52,-2,2.85
16,-71,33,3.91
-68,-7,82,1.048
-52,92,56,2.248
-24,36,-9,1.183
88,-29,-85,1.161
